hour,it_kW,crah_kW,crah_power_kW,chiller_kW,chiller_power_kW,chiller_COP,pump_kW,pump_power_kW,tower_kW,tower_power_kW,total_kW,pue,ambientC,wetbulbC,costUSD,co2kg,waterL
0,125.000,0.020,0.020,19.335,19.335,6.465,0.098,0.098,3.849,3.849,23.301,1.19,20.00,18.0000,2.3301,10.485
1,175.000,0.075,0.075,27.652,27.652,6.329,0.268,0.268,5.404,5.404,33.399,1.19,21.55,19.5529,3.3399,15.030
2,250.000,0.313,0.313,40.128,40.128,6.230,0.781,0.781,7.737,7.737,48.959,1.20,23.00,21.0000,4.8959,22.032
3,225.000,0.205,0.205,37.154,37.154,6.056,0.570,0.570,6.991,6.991,44.919,1.20,24.24,22.2426,4.4919,20.214
4,150.000,0.040,0.040,25.569,25.569,5.866,0.169,0.169,4.682,4.682,30.460,1.20,25.20,23.1962,3.0460,13.707
5,100.000,0.008,0.008,17.408,17.408,5.745,0.050,0.050,3.131,3.131,20.597,1.21,25.80,23.7956,2.0597,9.269
6,125.000,0.020,0.020,21.758,21.758,5.745,0.098,0.098,3.914,3.914,25.789,1.21,26.00,24.0000,2.5789,11.605
7,175.000,0.075,0.075,30.071,30.071,5.820,0.268,0.268,5.469,5.469,35.883,1.21,25.80,23.7956,3.5883,16.147
8,250.000,0.313,0.313,41.901,41.901,5.966,0.781,0.781,7.784,7.784,50.779,1.20,25.20,23.1962,5.0779,22.850
9,225.000,0.205,0.205,37.154,37.154,6.056,0.570,0.570,6.991,6.991,44.919,1.20,24.24,22.2426,4.4919,20.214
10,150.000,0.040,0.040,24.470,24.470,6.130,0.169,0.169,4.653,4.653,29.332,1.20,23.00,21.0000,2.9332,13.199
11,100.000,0.008,0.008,15.991,15.991,6.254,0.050,0.050,3.093,3.093,19.142,1.19,21.55,19.5529,1.9142,8.614
12,125.000,0.020,0.020,19.335,19.335,6.465,0.098,0.098,3.849,3.849,23.301,1.19,20.00,18.0000,2.3301,10.485
13,175.000,0.075,0.075,26.114,26.114,6.701,0.268,0.268,5.363,5.363,31.820,1.18,18.45,16.4471,3.1820,14.319
14,250.000,0.313,0.313,35.971,35.971,6.950,0.781,0.781,7.626,7.626,44.691,1.18,17.00,15.0000,4.4691,20.111
15,225.000,0.205,0.205,31.806,31.806,7.074,0.570,0.570,6.848,6.848,39.429,1.18,15.76,13.7574,3.9429,17.743
16,150.000,0.040,0.040,21.087,21.087,7.114,0.169,0.169,4.562,4.562,25.858,1.17,14.80,12.8038,2.5858,11.636
17,100.000,0.008,0.008,14.015,14.015,7.135,0.050,0.050,3.040,3.040,17.113,1.17,14.20,12.2044,1.7113,7.701
18,125.000,0.020,0.020,17.397,17.397,7.185,0.098,0.098,3.797,3.797,21.312,1.17,14.00,12.0000,2.1312,9.590
19,175.000,0.075,0.075,24.270,24.270,7.210,0.268,0.268,5.314,5.314,29.927,1.17,14.20,12.2044,2.9927,13.467
20,250.000,0.313,0.313,34.657,34.657,7.214,0.781,0.781,7.591,7.591,43.342,1.17,14.80,12.8038,4.3342,19.504
21,225.000,0.205,0.205,31.806,31.806,7.074,0.570,0.570,6.848,6.848,39.429,1.18,15.76,13.7574,3.9429,17.743
22,150.000,0.040,0.040,21.898,21.898,6.850,0.169,0.169,4.584,4.584,26.691,1.18,17.00,15.0000,2.6691,12.011
23,100.000,0.008,0.008,15.091,15.091,6.626,0.050,0.050,3.069,3.069,18.218,1.18,18.45,16.4471,1.8218,8.198
