hour,it_kW,cooling_kW,ambientC,wetbulbC
1148,500.000,213.595,14.80,12.80
1149,450.000,193.188,15.76,13.76
1150,300.000,145.861,17.00,15.00
1151,200.000,122.085,18.45,16.45
1152,250.000,133.424,20.00,18.00
1153,350.000,159.660,21.55,19.55
1154,500.000,213.595,23.00,21.00
1155,450.000,193.188,24.24,22.24
1156,300.000,145.946,25.20,23.20
1157,200.000,122.375,25.80,23.80
1158,250.000,133.822,26.00,24.00
1159,350.000,160.031,25.80,23.80
1160,500.000,213.707,25.20,23.20
1161,450.000,193.188,24.24,22.24
1162,300.000,145.861,23.00,21.00
1163,200.000,122.085,21.55,19.55
1164,250.000,133.424,20.00,18.00
1165,350.000,159.660,18.45,16.45
1166,500.000,213.595,17.00,15.00
1167,450.000,193.188,15.76,13.76
1168,300.000,145.861,14.80,12.80
1169,200.000,122.085,14.20,12.20
1170,250.000,133.424,14.00,12.00
1171,350.000,159.660,14.20,12.20
1172,500.000,213.595,14.80,12.80
1173,450.000,193.188,15.76,13.76
1174,300.000,145.861,17.00,15.00
1175,200.000,122.085,18.45,16.45
1176,250.000,133.424,20.00,18.00
1177,350.000,159.660,21.55,19.55
1178,500.000,213.595,23.00,21.00
1179,450.000,193.188,24.24,22.24
1180,300.000,145.946,25.20,23.20
1181,200.000,122.375,25.80,23.80
1182,250.000,133.822,26.00,24.00
1183,350.000,160.031,25.80,23.80
1184,500.000,213.707,25.20,23.20
1185,450.000,193.188,24.24,22.24
1186,300.000,145.861,23.00,21.00
1187,200.000,122.085,21.55,19.55
1188,250.000,133.424,20.00,18.00
1189,350.000,159.660,18.45,16.45
1190,500.000,213.595,17.00,15.00
1191,450.000,193.188,15.76,13.76
1192,300.000,145.861,14.80,12.80
1193,200.000,122.085,14.20,12.20
1194,250.000,133.424,14.00,12.00
1195,350.000,159.660,14.20,12.20
1196,500.000,213.595,14.80,12.80
1197,450.000,193.188,15.76,13.76
1198,300.000,145.861,17.00,15.00
1199,200.000,122.085,18.45,16.45
1200,250.000,133.424,20.00,18.00
1201,350.000,159.660,21.55,19.55
1202,500.000,213.595,23.00,21.00
1203,450.000,193.188,24.24,22.24
1204,300.000,145.946,25.20,23.20
1205,200.000,122.375,25.80,23.80
1206,250.000,133.822,26.00,24.00
1207,350.000,160.031,25.80,23.80
1208,500.000,213.707,25.20,23.20
1209,450.000,193.188,24.24,22.24
1210,300.000,145.861,23.00,21.00
1211,200.000,122.085,21.55,19.55
1212,250.000,133.424,20.00,18.00
1213,350.000,159.660,18.45,16.45
1214,500.000,213.595,17.00,15.00
1215,450.000,193.188,15.76,13.76
1216,300.000,145.861,14.80,12.80
1217,200.000,122.085,14.20,12.20
1218,250.000,133.424,14.00,12.00
1219,350.000,159.660,14.20,12.20
1220,500.000,213.595,14.80,12.80
1221,450.000,193.188,15.76,13.76
1222,300.000,145.861,17.00,15.00
1223,200.000,122.085,18.45,16.45
1224,250.000,133.424,20.00,18.00
1225,350.000,159.660,21.55,19.55
1226,500.000,213.595,23.00,21.00
1227,450.000,193.188,24.24,22.24
1228,300.000,145.946,25.20,23.20
1229,200.000,122.375,25.80,23.80
1230,250.000,133.822,26.00,24.00
1231,350.000,160.031,25.80,23.80
1232,500.000,213.707,25.20,23.20
1233,450.000,193.188,24.24,22.24
1234,300.000,145.861,23.00,21.00
1235,200.000,122.085,21.55,19.55
1236,250.000,133.424,20.00,18.00
1237,350.000,159.660,18.45,16.45
1238,500.000,213.595,17.00,15.00
1239,450.000,193.188,15.76,13.76
1240,300.000,145.861,14.80,12.80
1241,200.000,122.085,14.20,12.20
1242,250.000,133.424,14.00,12.00
1243,350.000,159.660,14.20,12.20
1244,500.000,213.595,14.80,12.80
1245,450.000,193.188,15.76,13.76
1246,300.000,145.861,17.00,15.00
1247,200.000,122.085,18.45,16.45
1248,250.000,133.424,20.00,18.00
1249,350.000,159.660,21.55,19.55
1250,500.000,213.595,23.00,21.00
1251,450.000,193.188,24.24,22.24
1252,300.000,145.946,25.20,23.20
1253,200.000,122.375,25.80,23.80
1254,250.000,133.822,26.00,24.00
1255,350.000,160.031,25.80,23.80
1256,500.000,213.707,25.20,23.20
1257,450.000,193.188,24.24,22.24
1258,300.000,145.861,23.00,21.00
1259,200.000,122.085,21.55,19.55
1260,250.000,133.424,20.00,18.00
1261,350.000,159.660,18.45,16.45
1262,500.000,213.595,17.00,15.00
1263,450.000,193.188,15.76,13.76
1264,300.000,145.861,14.80,12.80
1265,200.000,122.085,14.20,12.20
1266,250.000,133.424,14.00,12.00
1267,350.000,159.660,14.20,12.20
1268,500.000,213.595,14.80,12.80
1269,450.000,193.188,15.76,13.76
1270,300.000,145.861,17.00,15.00
1271,200.000,122.085,18.45,16.45
1272,250.000,133.424,20.00,18.00
1273,350.000,159.660,21.55,19.55
1274,500.000,213.595,23.00,21.00
1275,450.000,193.188,24.24,22.24
1276,300.000,145.946,25.20,23.20
1277,200.000,122.375,25.80,23.80
1278,250.000,133.822,26.00,24.00
1279,350.000,160.031,25.80,23.80
1280,500.000,213.707,25.20,23.20
1281,450.000,193.188,24.24,22.24
1282,300.000,145.861,23.00,21.00
1283,200.000,122.085,21.55,19.55
1284,250.000,133.424,20.00,18.00
1285,350.000,159.660,18.45,16.45
1286,500.000,213.595,17.00,15.00
1287,450.000,193.188,15.76,13.76
1288,300.000,145.861,14.80,12.80
1289,200.000,122.085,14.20,12.20
1290,250.000,133.424,14.00,12.00
1291,350.000,159.660,14.20,12.20
1292,500.000,213.595,14.80,12.80
1293,450.000,193.188,15.76,13.76
1294,300.000,145.861,17.00,15.00
1295,200.000,122.085,18.45,16.45
1296,250.000,133.424,20.00,18.00
1297,350.000,159.660,21.55,19.55
1298,500.000,213.595,23.00,21.00
1299,450.000,193.188,24.24,22.24
1300,300.000,145.946,25.20,23.20
1301,200.000,122.375,25.80,23.80
1302,250.000,133.822,26.00,24.00
1303,350.000,160.031,25.80,23.80
1304,500.000,213.707,25.20,23.20
1305,450.000,193.188,24.24,22.24
1306,300.000,145.861,23.00,21.00
1307,200.000,122.085,21.55,19.55
1308,250.000,133.424,20.00,18.00
1309,350.000,159.660,18.45,16.45
1310,500.000,213.595,17.00,15.00
1311,450.000,193.188,15.76,13.76
1312,300.000,145.861,14.80,12.80
1313,200.000,122.085,14.20,12.20
1314,250.000,133.424,14.00,12.00
1315,350.000,159.660,14.20,12.20
1316,500.000,213.595,14.80,12.80
1317,450.000,193.188,15.76,13.76
1318,300.000,145.861,17.00,15.00
1319,200.000,122.085,18.45,16.45
1320,250.000,133.424,20.00,18.00
1321,350.000,159.660,21.55,19.55
1322,500.000,213.595,23.00,21.00
1323,450.000,193.188,24.24,22.24
1324,300.000,145.946,25.20,23.20
1325,200.000,122.375,25.80,23.80
1326,250.000,133.822,26.00,24.00
1327,350.000,160.031,25.80,23.80
1328,500.000,213.707,25.20,23.20
1329,450.000,193.188,24.24,22.24
1330,300.000,145.861,23.00,21.00
1331,200.000,122.085,21.55,19.55
1332,250.000,133.424,20.00,18.00
1333,350.000,159.660,18.45,16.45
1334,500.000,213.595,17.00,15.00
1335,450.000,193.188,15.76,13.76
1336,300.000,145.861,14.80,12.80
1337,200.000,122.085,14.20,12.20
1338,250.000,133.424,14.00,12.00
1339,350.000,159.660,14.20,12.20
1340,500.000,213.595,14.80,12.80
1341,450.000,193.188,15.76,13.76
1342,300.000,145.861,17.00,15.00
1343,200.000,122.085,18.45,16.45
1344,250.000,133.424,20.00,18.00
1345,350.000,159.660,21.55,19.55
1346,500.000,213.595,23.00,21.00
1347,450.000,193.188,24.24,22.24
1348,300.000,145.946,25.20,23.20
1349,200.000,122.375,25.80,23.80
1350,250.000,133.822,26.00,24.00
1351,350.000,160.031,25.80,23.80
1352,500.000,213.707,25.20,23.20
1353,450.000,193.188,24.24,22.24
1354,300.000,145.861,23.00,21.00
1355,200.000,122.085,21.55,19.55
1356,250.000,133.424,20.00,18.00
1357,350.000,159.660,18.45,16.45
1358,500.000,213.595,17.00,15.00
1359,450.000,193.188,15.76,13.76
1360,300.000,145.861,14.80,12.80
1361,200.000,122.085,14.20,12.20
1362,250.000,133.424,14.00,12.00
1363,350.000,159.660,14.20,12.20
1364,500.000,213.595,14.80,12.80
1365,450.000,193.188,15.76,13.76
1366,300.000,145.861,17.00,15.00
1367,200.000,122.085,18.45,16.45
1368,250.000,133.424,20.00,18.00
1369,350.000,159.660,21.55,19.55
1370,500.000,213.595,23.00,21.00
1371,450.000,193.188,24.24,22.24
1372,300.000,145.946,25.20,23.20
1373,200.000,122.375,25.80,23.80
1374,250.000,133.822,26.00,24.00
1375,350.000,160.031,25.80,23.80
1376,500.000,213.707,25.20,23.20
1377,450.000,193.188,24.24,22.24
1378,300.000,145.861,23.00,21.00
1379,200.000,122.085,21.55,19.55
1380,250.000,133.424,20.00,18.00
1381,350.000,159.660,18.45,16.45
1382,500.000,213.595,17.00,15.00
1383,450.000,193.188,15.76,13.76
1384,300.000,145.861,14.80,12.80
1385,200.000,122.085,14.20,12.20
1386,250.000,133.424,14.00,12.00
1387,350.000,159.660,14.20,12.20
1388,500.000,213.595,14.80,12.80
1389,450.000,193.188,15.76,13.76
1390,300.000,145.861,17.00,15.00
1391,200.000,122.085,18.45,16.45
1392,250.000,133.424,20.00,18.00
1393,350.000,159.660,21.55,19.55
1394,500.000,213.595,23.00,21.00
1395,450.000,193.188,24.24,22.24
1396,300.000,145.946,25.20,23.20
