scenario,time_s,T_in_C,T_wb_C,RH_in_percent,efficiency,V_air_m3s,T_out_C,RH_out_percent,m_air_kg_s,Q_kW,m_water_kg_s,cum_Q_kWh,cum_water_kg
Inlet40,0.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.032192,0.052
Inlet40,1.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.064384,0.104
Inlet40,2.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.096576,0.155
Inlet40,3.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.128768,0.207
Inlet40,4.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.160960,0.259
Inlet40,5.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.193152,0.311
Inlet40,6.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.225344,0.363
Inlet40,7.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.257536,0.414
Inlet40,8.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.289728,0.466
Inlet40,9.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.321920,0.518
Inlet40,10.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.354112,0.570
Inlet40,11.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.386304,0.622
Inlet40,12.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.418496,0.673
Inlet40,13.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.450688,0.725
Inlet40,14.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.482880,0.777
Inlet40,15.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.515072,0.829
Inlet40,16.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.547264,0.880
Inlet40,17.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.579456,0.932
Inlet40,18.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.611648,0.984
Inlet40,19.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.643840,1.036
Inlet40,20.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.676032,1.088
Inlet40,21.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.708224,1.139
Inlet40,22.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.740416,1.191
Inlet40,23.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.772608,1.243
Inlet40,24.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.804800,1.295
Inlet40,25.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.836992,1.347
Inlet40,26.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.869184,1.398
Inlet40,27.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.901376,1.450
Inlet40,28.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.933568,1.502
Inlet40,29.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.965760,1.554
Inlet40,30.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,0.997952,1.606
Inlet40,31.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.030144,1.657
Inlet40,32.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.062336,1.709
Inlet40,33.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.094528,1.761
Inlet40,34.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.126720,1.813
Inlet40,35.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.158912,1.865
Inlet40,36.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.191104,1.916
Inlet40,37.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.223296,1.968
Inlet40,38.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.255488,2.020
Inlet40,39.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.287680,2.072
Inlet40,40.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.319872,2.123
Inlet40,41.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.352064,2.175
Inlet40,42.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.384256,2.227
Inlet40,43.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.416448,2.279
Inlet40,44.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.448640,2.331
Inlet40,45.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.480832,2.382
Inlet40,46.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.513024,2.434
Inlet40,47.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.545216,2.486
Inlet40,48.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.577408,2.538
Inlet40,49.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.609600,2.590
Inlet40,50.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.641792,2.641
Inlet40,51.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.673984,2.693
Inlet40,52.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.706176,2.745
Inlet40,53.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.738368,2.797
Inlet40,54.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.770560,2.849
Inlet40,55.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.802752,2.900
Inlet40,56.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.834944,2.952
Inlet40,57.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.867136,3.004
Inlet40,58.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.899328,3.056
Inlet40,59.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.931520,3.108
Inlet40,60.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.963712,3.159
Inlet40,61.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,1.995904,3.211
Inlet40,62.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.028096,3.263
Inlet40,63.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.060288,3.315
Inlet40,64.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.092480,3.366
Inlet40,65.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.124672,3.418
Inlet40,66.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.156864,3.470
Inlet40,67.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.189056,3.522
Inlet40,68.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.221248,3.574
Inlet40,69.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.253440,3.625
Inlet40,70.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.285632,3.677
Inlet40,71.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.317824,3.729
Inlet40,72.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.350016,3.781
Inlet40,73.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.382208,3.833
Inlet40,74.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.414400,3.884
Inlet40,75.00,40.000,28.000,40.00,0.800,10.000,30.400,88.00,12.0000,115.8912,0.0513,2.446592,3.936
