scenario,time_s,T_in_C,T_wb_C,RH_in_percent,efficiency,V_air_m3s,T_out_C,RH_out_percent,m_air_kg_s,Q_kW,m_water_kg_s,cum_Q_kWh,cum_water_kg
Eta0.9,0.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.030180,0.049
Eta0.9,1.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.060360,0.097
Eta0.9,2.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.090540,0.146
Eta0.9,3.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.120720,0.194
Eta0.9,4.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.150900,0.243
Eta0.9,5.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.181080,0.291
Eta0.9,6.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.211260,0.340
Eta0.9,7.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.241440,0.388
Eta0.9,8.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.271620,0.437
Eta0.9,9.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.301800,0.486
Eta0.9,10.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.331980,0.534
Eta0.9,11.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.362160,0.583
Eta0.9,12.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.392340,0.631
Eta0.9,13.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.422520,0.680
Eta0.9,14.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.452700,0.728
Eta0.9,15.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.482880,0.777
Eta0.9,16.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.513060,0.825
Eta0.9,17.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.543240,0.874
Eta0.9,18.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.573420,0.923
Eta0.9,19.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.603600,0.971
Eta0.9,20.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.633780,1.020
Eta0.9,21.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.663960,1.068
Eta0.9,22.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.694140,1.117
Eta0.9,23.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.724320,1.165
Eta0.9,24.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.754500,1.214
Eta0.9,25.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.784680,1.262
Eta0.9,26.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.814860,1.311
Eta0.9,27.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.845040,1.360
Eta0.9,28.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.875220,1.408
Eta0.9,29.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.905400,1.457
Eta0.9,30.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.935580,1.505
Eta0.9,31.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.965760,1.554
Eta0.9,32.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,0.995940,1.602
Eta0.9,33.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.026120,1.651
Eta0.9,34.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.056300,1.699
Eta0.9,35.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.086480,1.748
Eta0.9,36.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.116660,1.797
Eta0.9,37.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.146840,1.845
Eta0.9,38.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.177020,1.894
Eta0.9,39.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.207200,1.942
Eta0.9,40.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.237380,1.991
Eta0.9,41.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.267560,2.039
Eta0.9,42.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.297740,2.088
Eta0.9,43.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.327920,2.136
Eta0.9,44.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.358100,2.185
Eta0.9,45.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.388280,2.234
Eta0.9,46.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.418460,2.282
Eta0.9,47.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.448640,2.331
Eta0.9,48.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.478820,2.379
Eta0.9,49.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.509000,2.428
Eta0.9,50.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.539180,2.476
Eta0.9,51.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.569360,2.525
Eta0.9,52.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.599540,2.573
Eta0.9,53.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.629720,2.622
Eta0.9,54.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.659900,2.671
Eta0.9,55.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.690080,2.719
Eta0.9,56.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.720260,2.768
Eta0.9,57.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.750440,2.816
Eta0.9,58.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.780620,2.865
Eta0.9,59.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.810800,2.913
Eta0.9,60.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.840980,2.962
Eta0.9,61.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.871160,3.010
Eta0.9,62.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.901340,3.059
Eta0.9,63.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.931520,3.108
Eta0.9,64.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.961700,3.156
Eta0.9,65.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,1.991880,3.205
Eta0.9,66.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,2.022060,3.253
Eta0.9,67.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,2.052240,3.302
Eta0.9,68.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,2.082420,3.350
Eta0.9,69.00,35.000,25.000,40.00,0.900,10.000,26.000,94.00,12.0000,108.6480,0.0481,2.112600,3.399
