scenario,time_s,T_in_C,T_wb_C,RH_in_percent,efficiency,V_air_m3s,T_out_C,RH_out_percent,m_air_kg_s,Q_kW,m_water_kg_s,cum_Q_kWh,cum_water_kg
Flow20,0.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.053653,0.086
Flow20,1.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.107307,0.173
Flow20,2.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.160960,0.259
Flow20,3.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.214613,0.345
Flow20,4.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.268267,0.432
Flow20,5.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.321920,0.518
Flow20,6.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.375573,0.604
Flow20,7.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.429227,0.691
Flow20,8.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.482880,0.777
Flow20,9.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.536533,0.863
Flow20,10.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.590187,0.950
Flow20,11.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.643840,1.036
Flow20,12.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.697493,1.122
Flow20,13.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.751147,1.208
Flow20,14.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.804800,1.295
Flow20,15.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.858453,1.381
Flow20,16.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.912107,1.467
Flow20,17.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,0.965760,1.554
Flow20,18.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.019413,1.640
Flow20,19.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.073067,1.726
Flow20,20.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.126720,1.813
Flow20,21.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.180373,1.899
Flow20,22.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.234027,1.985
Flow20,23.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.287680,2.072
Flow20,24.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.341333,2.158
Flow20,25.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.394987,2.244
Flow20,26.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.448640,2.331
Flow20,27.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.502293,2.417
Flow20,28.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.555947,2.503
Flow20,29.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.609600,2.590
Flow20,30.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.663253,2.676
Flow20,31.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.716907,2.762
Flow20,32.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.770560,2.849
Flow20,33.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.824213,2.935
Flow20,34.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.877867,3.021
Flow20,35.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.931520,3.108
Flow20,36.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,1.985173,3.194
Flow20,37.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.038827,3.280
Flow20,38.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.092480,3.366
Flow20,39.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.146133,3.453
Flow20,40.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.199787,3.539
Flow20,41.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.253440,3.625
Flow20,42.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.307093,3.712
Flow20,43.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.360747,3.798
Flow20,44.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.414400,3.884
Flow20,45.00,35.000,25.000,40.00,0.800,20.000,27.000,88.00,24.0000,193.1520,0.0855,2.468053,3.971
